Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: Installing and starting initial bundles
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main launch
INFO: All initial bundles installed and set to start
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Trying to lock /opt/opendaylight/lock
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.lock.SimpleFileLock lock
INFO: Lock acquired
Jan 04, 2022 2:15:23 PM org.apache.karaf.main.Main$KarafLockCallback lockAcquired
INFO: Lock acquired. Setting startlevel to 100
2022-01-04T14:15:24,565 | INFO  | CM Configuration Updater (Update: pid=org.ops4j.pax.logging) | EventAdminConfigurationNotifier  | 4 - org.ops4j.pax.logging.pax-logging-log4j2 - 1.11.7 | Logging configuration changed. (Event Admin service unavailable - no notification sent).
2022-01-04T14:15:41,577 | INFO  | Blueprint Extender: 3 | DefaultPasswordHashService       | 213 - org.opendaylight.aaa.password-service-impl - 0.12.3 | DefaultPasswordHashService will utilize configured iteration count=20000
2022-01-04T14:15:41,577 | INFO  | Blueprint Extender: 3 | DefaultPasswordHashService       | 213 - org.opendaylight.aaa.password-service-impl - 0.12.3 | DefaultPasswordHashService will utilize configured algorithm=SHA-512
2022-01-04T14:15:41,578 | INFO  | Blueprint Extender: 3 | DefaultPasswordHashService       | 213 - org.opendaylight.aaa.password-service-impl - 0.12.3 | DefaultPasswordHashService will not utilize a private salt, since none was configured
2022-01-04T14:15:41,579 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.shiro/0.12.3 is waiting for dependencies [(objectClass=org.opendaylight.mdsal.binding.api.DataBroker), (&(|(type=default)(!(type=*)))(objectClass=org.opendaylight.mdsal.binding.api.DataBroker)), (objectClass=org.opendaylight.aaa.cert.api.ICertificateManager), (&(|(type=default)(!(type=*)))(objectClass=org.opendaylight.mdsal.binding.api.DataBroker))]
2022-01-04T14:15:41,580 | INFO  | Blueprint Extender: 3 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.password-service-impl/0.12.3 has been started
2022-01-04T14:15:41,581 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.aaa.password-service-impl_0.12.3 [213] was successfully created
2022-01-04T14:15:41,595 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.cert/0.12.3 is waiting for dependencies [(objectClass=org.opendaylight.aaa.encrypt.AAAEncryptionService)]
2022-01-04T14:15:41,596 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.olm/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.common.device.DeviceTransactionManager), (objectClass=org.opendaylight.transportpce.common.openroadminterfaces.OpenRoadmInterfaces), (objectClass=org.opendaylight.transportpce.common.mapping.PortMapping), (objectClass=org.opendaylight.transportpce.common.mapping.MappingUtils), (objectClass=org.opendaylight.transportpce.common.crossconnect.CrossConnect)]
2022-01-04T14:15:41,596 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.netconf.callhome-provider/1.9.3 is waiting for dependencies [(objectClass=org.opendaylight.aaa.encrypt.AAAEncryptionService)]
2022-01-04T14:15:41,596 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.servicehandler/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.renderer.provisiondevice.RendererServiceOperations), (objectClass=org.opendaylight.transportpce.pce.service.PathComputationService)]
2022-01-04T14:15:41,597 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.shiro/0.12.3 is waiting for dependencies [Initial app config DatastoreConfig, (objectClass=org.opendaylight.aaa.cert.api.ICertificateManager), (&(|(type=default)(!(type=*)))(objectClass=org.opendaylight.mdsal.binding.api.DataBroker))]
2022-01-04T14:15:41,616 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | RequestProcessor instantiated
2022-01-04T14:15:41,619 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.shiro/0.12.3 is waiting for dependencies [(objectClass=org.opendaylight.aaa.cert.api.ICertificateManager), (&(|(type=default)(!(type=*)))(objectClass=org.opendaylight.mdsal.binding.api.DataBroker))]
2022-01-04T14:15:41,645 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.shiro/0.12.3 is waiting for dependencies [(objectClass=org.opendaylight.aaa.cert.api.ICertificateManager)]
2022-01-04T14:15:41,645 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.networkmodel/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.common.device.DeviceTransactionManager), (objectClass=org.opendaylight.transportpce.common.mapping.MappingUtils), (objectClass=org.opendaylight.transportpce.common.network.NetworkTransactionService), (objectClass=org.opendaylight.transportpce.common.mapping.PortMapping)]
2022-01-04T14:15:41,647 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.netconf.restconf-nb-bierman02/1.12.3 is waiting for dependencies [(objectClass=org.opendaylight.aaa.web.WebContextSecurer)]
2022-01-04T14:15:41,647 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.renderer/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.networkmodel.service.NetworkModelService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.http.org.opendaylight.transportpce.olm.rev170418.TransportpceOlmService, (objectClass=org.opendaylight.transportpce.common.mapping.PortMapping), (objectClass=org.opendaylight.transportpce.common.openroadminterfaces.OpenRoadmInterfaces), (objectClass=org.opendaylight.transportpce.common.mapping.MappingUtils), (objectClass=org.opendaylight.transportpce.common.crossconnect.CrossConnect)]
2022-01-04T14:15:41,648 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.olm/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.common.openroadminterfaces.OpenRoadmInterfaces), (objectClass=org.opendaylight.transportpce.common.mapping.PortMapping), (objectClass=org.opendaylight.transportpce.common.mapping.MappingUtils), (objectClass=org.opendaylight.transportpce.common.crossconnect.CrossConnect)]
2022-01-04T14:15:41,649 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.networkmodel/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.common.mapping.MappingUtils), (objectClass=org.opendaylight.transportpce.common.network.NetworkTransactionService), (objectClass=org.opendaylight.transportpce.common.mapping.PortMapping)]
2022-01-04T14:15:41,652 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-36 | OSGiDistributedShardedDOMDataTree | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | Distributed DOM Data Tree Service starting
2022-01-04T14:15:41,659 | INFO  | Blueprint Extender: 3 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.common/2.3.0.SNAPSHOT has been started
2022-01-04T14:15:41,659 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.common_2.3.0.SNAPSHOT [319] was successfully created
2022-01-04T14:15:41,669 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | ShardedDataTreeActor             | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | sharding-service-actor: Received MemberUp: memberName: MemberName{name=member-1}, address: akka.tcp://opendaylight-cluster-data@127.0.0.1:2550
2022-01-04T14:15:41,670 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | Shard created : member-1-shard-prefix-configuration-shard-config, persistent : true
2022-01-04T14:15:41,671 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | Starting recovery for member-1-shard-prefix-configuration-shard-config with journal batch size 1
2022-01-04T14:15:41,674 | INFO  | opendaylight-cluster-data-shard-dispatcher-46 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | Shard created : member-1-shard-prefix-configuration-shard-operational, persistent : false
2022-01-04T14:15:41,675 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-23 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@127.0.0.1:2550/user/shardmanager-operational/member-1-shard-prefix-configuration-shard-operational/member-1-shard-prefix-configuration-shard-operational-notifier#-1654727874 created and ready for shard:member-1-shard-prefix-configuration-shard-operational
2022-01-04T14:15:41,675 | INFO  | opendaylight-cluster-data-shard-dispatcher-46 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | Starting recovery for member-1-shard-prefix-configuration-shard-operational with journal batch size 1
2022-01-04T14:15:41,676 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-24 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier:akka.tcp://opendaylight-cluster-data@127.0.0.1:2550/user/shardmanager-config/member-1-shard-prefix-configuration-shard-config/member-1-shard-prefix-configuration-shard-config-notifier#1064250042 created and ready for shard:member-1-shard-prefix-configuration-shard-config
2022-01-04T14:15:41,687 | INFO  | opendaylight-cluster-data-shard-dispatcher-46 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-operational: Recovery completed  - Switching actor to Follower - last log index = -1, last log term = -1, snapshot index = -1, snapshot term = -1, journal size = 0
2022-01-04T14:15:41,688 | INFO  | opendaylight-cluster-data-shard-dispatcher-46 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-operational (Candidate): Starting new election term 1
2022-01-04T14:15:41,689 | INFO  | opendaylight-cluster-data-shard-dispatcher-46 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-operational (Follower) :- Switching from behavior Follower to Candidate, election term: 1
2022-01-04T14:15:41,689 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-3 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-operational , received role change from null to Follower
2022-01-04T14:15:41,689 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-3 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-operational , received role change from Follower to Candidate
2022-01-04T14:15:41,690 | INFO  | opendaylight-cluster-data-shard-dispatcher-28 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-config: Recovery completed  - Switching actor to Follower - last log index = -1, last log term = -1, snapshot index = -1, snapshot term = -1, journal size = 0
2022-01-04T14:15:41,694 | INFO  | opendaylight-cluster-data-shard-dispatcher-45 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-config (Candidate): Starting new election term 1
2022-01-04T14:15:41,695 | INFO  | opendaylight-cluster-data-shard-dispatcher-45 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-config (Follower) :- Switching from behavior Follower to Candidate, election term: 1
2022-01-04T14:15:41,695 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-config , received role change from null to Follower
2022-01-04T14:15:41,695 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-2 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-config , received role change from Follower to Candidate
2022-01-04T14:15:41,699 | INFO  | opendaylight-cluster-data-shard-dispatcher-28 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-operational (Candidate) :- Switching from behavior Candidate to Leader, election term: 1
2022-01-04T14:15:41,700 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-3 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-operational , received role change from Candidate to Leader
2022-01-04T14:15:41,701 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-3 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-operational , registered listener akka://opendaylight-cluster-data/user/shardmanager-operational
2022-01-04T14:15:41,701 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-operational: Received LeaderStateChanged message: LeaderStateChanged [memberId=member-1-shard-prefix-configuration-shard-operational, leaderId=member-1-shard-prefix-configuration-shard-operational, leaderPayloadVersion=11]
2022-01-04T14:15:41,702 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-operational: Received role changed for member-1-shard-prefix-configuration-shard-operational from Candidate to Leader
2022-01-04T14:15:41,702 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-operational: All Shards are ready - data store operational is ready
2022-01-04T14:15:41,712 | INFO  | features-3-thread-1 | FeaturesServiceImpl              | 9 - org.apache.karaf.features.core - 4.2.10 | Done.
2022-01-04T14:15:41,716 | INFO  | Blueprint Extender: 3 | NetworkModelProvider             | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | NetworkModelProvider Session Initiated
2022-01-04T14:15:41,724 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock acquired by : Blueprint Extender: 3
2022-01-04T14:15:41,724 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,737 | INFO  | opendaylight-cluster-data-shard-dispatcher-28 | Shard                            | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | member-1-shard-prefix-configuration-shard-config (Candidate) :- Switching from behavior Candidate to Leader, election term: 1
2022-01-04T14:15:41,737 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-19 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-config , received role change from Candidate to Leader
2022-01-04T14:15:41,738 | INFO  | opendaylight-cluster-data-akka.actor.default-dispatcher-19 | RoleChangeNotifier               | 233 - org.opendaylight.controller.sal-clustering-commons - 2.0.7 | RoleChangeNotifier for member-1-shard-prefix-configuration-shard-config , registered listener akka://opendaylight-cluster-data/user/shardmanager-config
2022-01-04T14:15:41,738 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-config: Received LeaderStateChanged message: LeaderStateChanged [memberId=member-1-shard-prefix-configuration-shard-config, leaderId=member-1-shard-prefix-configuration-shard-config, leaderPayloadVersion=11]
2022-01-04T14:15:41,738 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-config: Received role changed for member-1-shard-prefix-configuration-shard-config from Candidate to Leader
2022-01-04T14:15:41,739 | INFO  | opendaylight-cluster-data-shard-dispatcher-44 | ShardManager                     | 235 - org.opendaylight.controller.sal-distributed-datastore - 2.0.7 | shard-manager-config: All Shards are ready - data store config is ready
2022-01-04T14:15:41,739 | INFO  | Blueprint Extender: 2 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.aaa.encrypt-service-impl/0.12.3 has been started
2022-01-04T14:15:41,739 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.aaa.encrypt-service-impl_0.12.3 [210] was successfully created
2022-01-04T14:15:41,739 | INFO  | Blueprint Extender: 2 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.renderer/2.3.0.SNAPSHOT is waiting for dependencies [(objectClass=org.opendaylight.transportpce.networkmodel.service.NetworkModelService), Available DOM RPC for binding RPC: interface org.opendaylight.yang.gen.v1.http.org.opendaylight.transportpce.olm.rev170418.TransportpceOlmService]
2022-01-04T14:15:41,761 | INFO  | Blueprint Extender: 2 | OlmPowerServiceImpl              | 321 - org.opendaylight.transportpce.olm - 2.3.0.SNAPSHOT | init ...
2022-01-04T14:15:41,764 | INFO  | Blueprint Extender: 2 | OlmProvider                      | 321 - org.opendaylight.transportpce.olm - 2.3.0.SNAPSHOT | OlmProvider Session Initiated
2022-01-04T14:15:41,767 | INFO  | Blueprint Extender: 2 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.olm/2.3.0.SNAPSHOT has been started
2022-01-04T14:15:41,768 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.olm_2.3.0.SNAPSHOT [321] was successfully created
2022-01-04T14:15:41,831 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock released by : Blueprint Extender: 3
2022-01-04T14:15:41,831 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,875 | INFO  | Blueprint Extender: 3 | TpceNetwork                      | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | clli-network network layer created successfully.
2022-01-04T14:15:41,877 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock acquired by : Blueprint Extender: 3
2022-01-04T14:15:41,877 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,896 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock released by : Blueprint Extender: 3
2022-01-04T14:15:41,896 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,901 | INFO  | Blueprint Extender: 3 | TpceNetwork                      | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | openroadm-network network layer created successfully.
2022-01-04T14:15:41,901 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock acquired by : Blueprint Extender: 3
2022-01-04T14:15:41,901 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,902 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock released by : Blueprint Extender: 3
2022-01-04T14:15:41,902 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,908 | INFO  | Blueprint Extender: 3 | TpceNetwork                      | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | openroadm-topology network layer created successfully.
2022-01-04T14:15:41,908 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock acquired by : Blueprint Extender: 3
2022-01-04T14:15:41,909 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,910 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Write Lock released by : Blueprint Extender: 3
2022-01-04T14:15:41,910 | INFO  | Blueprint Extender: 3 | RequestProcessor                 | 319 - org.opendaylight.transportpce.common - 2.3.0.SNAPSHOT | Resetting the read write transaction .....
2022-01-04T14:15:41,915 | INFO  | Blueprint Extender: 3 | TpceNetwork                      | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | otn-topology network layer created successfully.
2022-01-04T14:15:41,937 | INFO  | Blueprint Extender: 3 | NetworkModelProvider             | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | running transportPCE netconf functions remotely: false
2022-01-04T14:15:41,941 | INFO  | Blueprint Extender: 3 | ServiceHandlerListener           | 320 - org.opendaylight.transportpce.networkmodel - 2.3.0.SNAPSHOT | Init service handler listener for network
2022-01-04T14:15:41,962 | INFO  | Blueprint Extender: 3 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.networkmodel/2.3.0.SNAPSHOT has been started
2022-01-04T14:15:41,962 | INFO  | Blueprint Extender: 2 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.netconf.topology-impl/1.9.3 has been started
2022-01-04T14:15:41,962 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.networkmodel_2.3.0.SNAPSHOT [320] was successfully created
2022-01-04T14:15:41,964 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.netconf.topology-impl_1.9.3 [316] was successfully created
2022-01-04T14:15:42,001 | INFO  | Blueprint Extender: 1 | PathComputationServiceImpl       | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | init ...
2022-01-04T14:15:42,004 | INFO  | Blueprint Extender: 1 | PceProvider                      | 326 - org.opendaylight.transportpce.pce - 2.3.0.SNAPSHOT | PceProvider Session Initiated
2022-01-04T14:15:42,010 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.pce/2.3.0.SNAPSHOT has been started
2022-01-04T14:15:42,010 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.pce_2.3.0.SNAPSHOT [326] was successfully created
2022-01-04T14:15:42,065 | INFO  | Blueprint Extender: 1 | RendererProvider                 | 327 - org.opendaylight.transportpce.renderer - 2.3.0.SNAPSHOT | RendererProvider Session Initiated
2022-01-04T14:15:42,069 | INFO  | Blueprint Extender: 3 | LazyBindingList                  | 242 - org.opendaylight.mdsal.binding-dom-codec - 6.0.8 | Using lazy population for lists larger than 16 element(s)
2022-01-04T14:15:42,070 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.renderer/2.3.0.SNAPSHOT has been started
2022-01-04T14:15:42,071 | INFO  | Blueprint Event Dispatcher: 1 | BlueprintBundleTracker           | 220 - org.opendaylight.controller.blueprint - 2.0.7 | Blueprint container for bundle org.opendaylight.transportpce.renderer_2.3.0.SNAPSHOT [327] was successfully created
2022-01-04T14:15:42,096 | INFO  | Blueprint Extender: 1 | ServiceDataStoreOperationsImpl   | 328 - org.opendaylight.transportpce.servicehandler - 2.3.0.SNAPSHOT | initializing service registry
2022-01-04T14:15:42,111 | INFO  | Blueprint Extender: 3 | AaaCertMdsalProvider             | 208 - org.opendaylight.aaa.cert - 0.12.3 | AaaCertMdsalProvider Initialized
2022-01-04T14:15:42,139 | INFO  | Blueprint Extender: 3 | MdsalUtils                       | 208 - org.opendaylight.aaa.cert - 0.12.3 | initDatastore: data populated: CONFIGURATION, InstanceIdentifier{targetType=interface org.opendaylight.yang.gen.v1.urn.opendaylight.yang.aaa.cert.mdsal.rev160321.KeyStores, path=[org.opendaylight.yang.gen.v1.urn.opendaylight.yang.aaa.cert.mdsal.rev160321.KeyStores]}, KeyStores{_id=KeyStores:1, augmentation=[]}
2022-01-04T14:15:42,205 | INFO  | Blueprint Extender: 1 | ServiceDataStoreOperationsImpl   | 328 - org.opendaylight.transportpce.servicehandler - 2.3.0.SNAPSHOT | initializing temp service registry
2022-01-04T14:15:42,226 | INFO  | Blueprint Extender: 1 | ServicehandlerProvider           | 328 - org.opendaylight.transportpce.servicehandler - 2.3.0.SNAPSHOT | ServicehandlerProvider Session Initiated
2022-01-04T14:15:42,228 | INFO  | Blueprint Extender: 1 | ServiceDataStoreOperationsImpl   | 328 - org.opendaylight.transportpce.servicehandler - 2.3.0.SNAPSHOT | initializing service registry
2022-01-04T14:15:42,229 | INFO  | Blueprint Extender: 1 | ServiceDataStoreOperationsImpl   | 328 - org.opendaylight.transportpce.servicehandler - 2.3.0.SNAPSHOT | initializing temp service registry
2022-01-04T14:15:42,239 | INFO  | Blueprint Extender: 1 | BlueprintContainerImpl           | 84 - org.apache.aries.blueprint.core - 1.10.2 | Blueprint bundle org.opendaylight.transportpce.servicehandler/2.3.0.SNAPSHOT has been started
